planet,planet_mass_mjup,planet_radius_rjup,star_distance_AU,temp_calculated_K,star_name,star_mass_msun,star_radius_rsun,star_age_Gy,star_teff_K
OGLE-2017-BLG-1806 b,0.01658,,1.75,,OGLE-2017-BLG-1806,0.38,,,
OGLE-2018-BLG-0271 b,23.1,,0.6,,OGLE-2018-BLG-0271,0.23,,,
OGLE-2018-BLG-0298 b,0.14,,2.86,,OGLE-2018-BLG-0298,0.69,,,
OGLE-2018-BLG-0360,45.0,,3.6,,OGLE-2018-BLG-0360,0.72,,,
OGLE-2018-BLG-0383 b,0.0201,,1.8,,OGLE-2018-BLG-0383,0.1,,,
OGLE-2018-BLG-0506 b,0.0513,,3.0,,OGLE-2018-BLG-0506,0.63,,,
OGLE-2018-BLG-0516 b,0.0632,,2.2,,OGLE--2018-BLG-0516,0.47,,,
OGLE-2018-BLG-0532 b,0.019636,,1.083,,OGLE-2018-BLG-0532,0.199,,,
OGLE-2018-BLG-0567L b,0.32,,2.72,,OGLE-2018-BLG-0567L,0.24,,,
OGLE-2018-BLG-0596 b,0.0267,,2.15,,OGLE-2018-BLG-0596,0.2,,,
OGLE-2018-BLG-0677L b,0.01246,,0.63,,OGLE-2018-BLG-0677L,0.1,,,
OGLE-2018-BLG-0740L b,4.5,,4.2,,OGLE-2018-BLG-0740L,1.0,,,
OGLE-2018-BLG-0799 b,0.41,,1.38,,OGLE-2018-BLG-0799,0.16,,,
OGLE-2018-BLG-0932 b,0.89,,1.75,,OGLE-2018-BLG-0932,0.72,,,
OGLE-2018-BLG-0962,1.37,,3.57,,OGLE-2018-BLG-0962L,0.55,,,
OGLE-2018-BLG-0977 b,0.0201,,2.0,,OGLE-2018-BLG-0977,0.47,,,
OGLE-2018-BLG-1011L b,1.8,,1.8,,OGLE-2018BLG-1011L,0.18,,,
OGLE-2018-BLG-1011L c,2.8,,0.8,,OGLE-2018BLG-1011L,0.18,,,
OGLE-2018-BLG-1119 b,0.91,,4.06,,OGLE-2018-BLG-1119,0.48,,,
OGLE-2018-BLG-1126 b,0.056,,3.23,,OGLE-2018-BLG-1126,0.69,,,
OGLE-2018-BLG-1185 b,0.0264,,1.537,,OGLE-2018-BLG-1185,0.37,,,
OGLE-2018-BLG-1212 b,0.2,,1.68,,OGLE-2018-BLG-1212,0.16,,,
OGLE-2018-BLG-1269L b,0.69,,4.61,,OGLE-2018-BLG-1269L,1.13,,,
OGLE-2018-BLG-1367 b,0.95,,1.21,,OGLE-2018-BLG-1367,0.28,,,
OGLE-2018-BLG-1428L b,0.77,,3.3,,OGLE-2018-BLG-1428L,0.43,,,
OGLE-2018-BLG-1489 b,50.0,,3.5,,OGLE-2018-BLG-1489,0.48,,,
OGLE-2018-BLG-1544 b,11.2,,6.21,,OGLE-2018-BLG-1544,0.62,,,
OGLE-2018-BLG-1647 b,0.97,,1.36,,OGLE-2018-BLG-1647,0.092,,,
OGLE-2018-BLG-1700L b,4.4,,2.8,,OGLE-2018-BLG-1700L,0.54,,,
OGLE-2019-BLG-0033 b,46.3,,0.585,,OGLE-2019-BLG-0033,0.1494,,,
OGLE-2019-BLG-0249 b,7.12,,1.84,,OGLE-2019-BLG-0249,,,,
OGLE-2019-BLG-0299 b,6.22,,2.8,,KMT-2017-BLG-2509,0.46,,,
OGLE-2019-BLG-0304 b,0.51,,1.23,,OGLE-2019-BLG-0304,0.27,,,
OGLE-2019-BLG-0362 b,3.3,,2.7,,OGLE-2019-BLG-0362,0.42,,,
OGLE-2019-BLG-0468L b,3.43,,3.29,,OGLE-2019-BLG-0468L,0.92,,,
OGLE-2019-BLG-0468L c,10.22,,2.77,,OGLE-2019-BLG-0468L,0.92,,,
OGLE-2019-BLG-0551,0.0242,,,,,,,,
OGLE-2019-BLG-0679 b,3.34,,6.99,,OGLE-2019-BLG-0679,,,,
OGLE-2019-BLG-0825 b,50.0,,0.06,,OGLE-2019-BLG-0825,0.87,,,
OGLE-2019-BLG-0954L b,14.2,,2.65,,OGLE-2019-BLG-0954L,0.8,,,
OGLE-2019-BLG-0960 b,0.00708,,1.6,,OGLE-2019-BLG-0960,0.47,,,
OGLE-2019-BLG-1053L b,0.0078,,3.4,,OGLE-2019-BLG-1053L,0.61,,,
OGLE-2019-BLG-1180L b,1.75,,5.19,,OGLE-2019-BLG-1180L,0.545,,,
OGLE-2019-BLG-1470L (AB)b,2.2,,3.1,,OGLE-2019-BLG-1470L (AB),0.72,,,
OGLE-2019-BLG-1492 b,0.1167,,2.7,,OGLE-2019-BLG-1492,0.68,,,
OGLE-2023-BLG-0836L b,4.36,,3.7,,OGLE-2023-BLG-0836L,0.56,,,
OGLE2-TR-L9 b,4.34,1.614,0.0404,,OGLE2-TR-L9,1.42,1.503,1.0,6933.0
OGLE-GD-ECL-11388 b,12.5,,,,OGLE-GD-ECL-11388,0.61,,,
OGLE-TR-10 b,0.68,1.72,0.04162,,OGLE-TR-10,1.18,1.16,1.1,6075.0
OGLE-TR-111 b,0.54,1.077,0.047,,OGLE-TR-111,0.82,0.831,1.1,5070.0
OGLE-TR-113 b,1.24,1.11,0.0229,,OGLE-TR-113,0.78,0.765,0.7,4752.0
OGLE-TR-132 b,1.17,1.23,0.0306,,OGLE-TR-132,1.26,1.34,,6210.0
OGLE-TR-182 b,1.06,1.47,0.051,,OGLE-TR-182,1.14,1.14,,5924.0
OGLE-TR-211 b,0.75,1.26,0.051,,OGLE-TR-211,1.33,1.64,,6325.0
OGLE-TR-56 b,1.3,1.2,0.0225,,OGLE-TR-56,1.17,1.32,2.0,
ome Ser b,1.7,,1.1,,ome Ser,2.17,12.3,,4770.0
omi CrB b,1.5,,0.83,,omi CrB,2.13,10.4,,4749.0
omi UMa A b,4.1,,3.9,,omi UMa A,3.09,14.1,,5242.0
Oph 11 b,21.0,,243.0,,Oph 11,0.0162,,0.011,2375.0
OTS-44,11.5,,,1700.0,,,,,
OY Car b,8.48,,6.18,,OY Car,,,,
PDS 110 b,35.0,,2.0,,PDS 110,1.6,2.23,0.011,
PDS 70 b,7.0,,22.7,,PDS 70,0.76,1.26,0.0054,4237.0
PDS 70 c,4.4,,30.2,,PDS 70,0.76,1.26,0.0054,4237.0
pi2 UMa b,7.1,,0.87,,pi2 UMa,1.234,,4.604,4415.0
pi Men b,12.6,,3.308,,pi Men,1.094,1.1,2.98,6037.0
pi Men c,0.01142,0.16719,0.06702,1147.0,pi Men,1.094,1.1,2.98,6037.0
pi Men d,0.0421,,,,pi Men,1.094,1.1,2.98,6037.0
PM J17083-2548S (AB)b,7.3,,9.0,,PM J17083-2548S,,,,
Pollux b,2.9,,1.69,,Pollux,1.47,9.3,,4666.0
POTS-1 b,2.31,0.941,0.03734,,POTS-1,0.695,,,4400.0
PPL 15 b,60.0,,0.02,,PPL 15,0.07,,,
Pr 0201 b,0.54,,,,Pr 0201,1.234,1.167,0.578,6174.0
Pr 0211 b,1.88,,0.03184,,Pr 0211,0.935,0.827,0.79,
Pr 0211 c,7.95,,5.8,,Pr 0211,0.935,0.827,0.79,
Proplyd 133-353,13.0,,,2450.0,Proplyd 133-353,,,0.0005,
Proxima Centauri b,0.00337,,0.04856,216.0,Proxima Centauri,0.12,0.141,,3050.0
Proxima Centauri d,0.00082,,0.02885,,Proxima Centauri,0.12,0.141,,3050.0
psi1 Aqr b,3.2,,0.7,,psi1 Aqr,1.4,11.0,3.56,4665.0
psi1 Dra Bb,1.53,,4.43,,psi1 Dra B,1.19,,3.3,6212.0
PSO J318.5-22,,,,,,,,,
PSR 1719-14 b,1.0,0.4,0.0044,,PSR 1719-14,1.4,,12.5,
PSR B0329+54 b,0.0062,,10.26,,PSR B0329+54,,,,
PSR B0943+10 b,2.8,,1.8,,PSR B0943+10,1.5,,,
PSR B0943+10 c,2.6,,2.9,,PSR B0943+10,1.5,,,
PSR B1257+12 b,7e-05,,0.19,,PSR B1257+12,,,1.0,
PSR B1257+12 c,0.013,,0.36,,PSR B1257+12,,,1.0,
PSR B1257+12 d,0.012,,0.46,,PSR B1257+12,,,1.0,
PSR B1620-26 (AB) b,2.5,,23.0,,PSR B1620-26 (AB),1.35,,,
PSR B1802-07 b,10.0,,0.008098,,PSR B1802-07,1.4,,12.0,
PSR J0023+0923 b,18.85,,0.00586,,PSR J0023+0923,1.4,,,
PSR J0023-7203J b,24.0,,0.005378,,PSR J0023-7203J,1.4,,13.06,
PSR J0024-7204I b,2148591.7,,0.008246,,PSR J0024-7204I,1.4,,13.06,
PSR J0024-7204O b,25.0,,0.005826,,PSR J0024-7204O,,,13.06,
PSR J0024-7204P b,20.0,,0.1472,,PSR J0024-7204P,1.4,,13.06,
PSR J0024-7204R b,30.0,,0.0036,,PSR J0024-7204R,,,,
PSR J0312-0921 b,10.47,,0.00465,,PSR J0312-0921,1.4,,,
PSR J0636+5129	b,8.0,,,,PSR J0636+5129,1.4,,,
PSR J0742+4110 b,60.0,,0.0276,,PSR J0742+4110,1.4,1.43e-05,7.4,
PSR J0952-0607 b,32.0,,,,PSR J0952-0607,,,,
PSR J1211-0633 b,10.0,,0.0116,,PSR J1211-0633,1.4,1.43e-05,5.8,
PSR J1301+0833 b,36.0,,,,PSR J1301+0833,,,,
PSR J1311-3430 b,12.0,,,,PSR J1311-3430,,,,
PSR J1317-0157 b,20.0,,0.004391,,PSR J1317-0157,1.4,1.43e-05,8.6,
PSR J1446-4701 b,23.0,,0.0093,,PSR J1446-4701,1.4,,3.6,
PSR J1502-6752 b,26.0,,0.04,,PSR J1502-6752,,,,
PSR J1518+0204C b,38.0,,0.004339,,PSR J1518+0204C,1.4,,10.62,
PSR J1544+4937 b,18.0,,0.00537,,PSR J1544+4937,1.7,,11.65,
PSR J1630+3550 b,11.3,,,,PSR J1630+3550,1.4,,,
PSR J1641+3627E b,19.42,,,,PSR J1641+3627E,,,,
PSR J1641+8049 b,48.16,2.14,0.004395,5970.0,PSR J1641+8049,1.3,1.87e-05,3.28,
PSR J1653-0158 b,14.0,,,,PSR J1653-0158,,,,
PSR J1701-3006E b,35.0,,0.0065,,PSR J1701-3006E,1.4,,11.78,
PSR J1701-3006F b,20.0,,0.007526,,PSR J1748-2021F,1.4,,11.78,
PSR J1720-0534 b,31.5,,,,PSR J1720-0534,,,,
PSR J1745+1017 b,16.0,,,,PSR J1745+1017,,,,
PSR J1748-2021H,7.54,,0.0111,,PSR J1748-2021H,1.4,,2.4,
PSR J1748-2446ae b,19.0,,0.006771,,PSR J1748-2446ae,1.4,,12.0,
PSR J1748-2446O b,40.0,,0.008995,,PSR J1748-2446O,1.4,,12.0,
PSR J1807-2459 A b,9.4,,,,PSR J1807-2459A,1.4,,,
PSR J1824-2452G b,11.0,,0.004875,,PSR J1824-2452G,1.4,,12.0,
PSR J1824-2452J b,15.0,,0.00465,,PSR J1824-2452J,1.4,,12.0,
PSR J1824-2452L b,22.0,,0.008162,,PSR J1824-2452L,1.4,,12.0,
PSR J1836-2354A b,20.0,,0.007595,,PSR J1836-2354A,1.4,,12.0,
PSR J1853-0842A b,27.8,,0.00618,,PSR J1853-0842A,1.4,,10.4,
PSR J1911+0102A b,20.0,,0.00596,,PSR J1911+0102A,1.4,,5.4,
PSR J1928+1245 b,11.0,,0.005825,,PSR J1928+1245,1.4,,28.0,
PSR J1953+1844E b,10.0,0.8,,,PSR J1953+1844E,,,,
PSR J1953+1846A b,32.0,,0.00694,,PSR J1953+1846A,1.4,,12.0,
PSR J1959+2048 b,24.0,,,,PSR J1959+2048,,,,
PSR J2051-0827 b,28.3,,,,PSR J2051-0827,1.4,,5.61,
PSR J2052+1219 b,38.0,,0.005659,,PSR J2052+1219,1.4,,,
PSR J2055+3829 b,39.0,,,,PSR J2055+3829,1.4,,,
PSR J2241-5236 b,12.0,,,,PSR J2241-5236,1.35,,5.22,
PSR J2322-2650 b,0.7949,,0.0102,,PSR J2322-2650,1.4,,,
PZ Tel b,27.0,,27.0,2987.0,PZ Tel,1.13,1.23,0.023,5338.0
Qatar-10 b,0.736,1.534,0.0286,1955.0,Qatar-10,1.156,1.254,3.2,6124.0
Qatar-1 b,1.294,1.143,0.02332,,Qatar-1,0.838,0.803,,5013.0
Qatar-2 b,2.494,1.254,0.02153,1344.0,Qatar-2,0.74,0.78,5.0,4645.0
Qatar-3 b,4.31,1.096,0.03783,1681.0,Qatar-3,1.145,1.272,0.31,6007.0
Qatar-4 b,5.85,1.552,0.02861,1570.0,Qatar-4,0.896,0.849,0.17,5215.0
Qatar-5 b,4.32,1.107,0.04127,1415.0,Qatar-5,1.128,1.076,0.53,5747.0
Qatar-6 A b,0.668,1.062,0.0423,1006.0,Qatar-6 A,0.822,0.722,1.0,5052.0
Qatar-7 b,1.88,1.7,0.0352,2053.0,Qatar-7,1.409,1.564,1.0,6387.0
Qatar-8 b,0.371,1.285,0.0474,1457.0,Qatar-8,1.029,1.315,8.3,5687.0
Qatar-9 b,1.19,1.009,0.0234,1134.0,Qatar-9,0.719,0.696,7.5,4309.0
QZ Lib b,32.0,1.0,,1700.0,QZ Lib,0.8,0.01,,10500.0
QZ Ser b,0.63,,0.019,,QZ Ser,0.9,,,
rho1 Cnc Ab,0.84,,0.11339,,rho1 Cnc A,0.9,0.963,10.2,5250.0
rho1 Cnc Ac,0.1784,,0.23735,,rho1 Cnc A,0.9,0.963,10.2,5250.0
rho1 Cnc Ad,3.84,,5.446,,rho1 Cnc A,0.9,0.963,10.2,5250.0
rho1 Cnc Ae,0.02703,0.1737,0.015439,,rho1 Cnc A,0.9,0.963,10.2,5250.0
rho1 Cnc Af,0.1479,,0.7733,,rho1 Cnc A,0.9,0.963,10.2,5250.0
rho CrB b,1.04,,0.2245,614.0,rho CrB,0.99,1.284,9.0,5822.0
rho Crb c,0.0887,,0.4206,448.0,rho CrB,0.99,1.284,9.0,5822.0
rho Crb d,0.068,,0.827,,rho CrB,0.99,1.284,9.0,5822.0
rho Crb e,0.01192,,0.1061,,rho CrB,0.99,1.284,9.0,5822.0
rho Ind b,1.82,,2.32,,rho Ind,1.06,1.1,12.96,5636.0
RIK 72 b,56.1,3.06,,2722.0,RIK 72,0.439,0.961,,3349.0
Roque 12 b,20.0,1.0,,,Roque 12,0.06,0.13,,
Ross 128 b,0.0044,,0.0496,256.0,Ross 128,0.168,0.1967,5.0,3192.0
Ross 19 b,27.0,,9900.0,500.0,Ross 19,0.362,0.338,7.2,3481.0
Ross 458 (AB) c,11.3,1.07,1168.0,677.0,Ross 458 (AB),0.6,,0.475,
Ross 508 b,0.01249,,0.053,,Ross 508,0.177,0.211,,3071.0
ROXs 12 b,16.0,,210.0,,ROXs 12,0.87,,0.0076,3850.0
ROXs 42B (AB) b,9.0,2.5,140.0,1975.0,ROXs 42B (AB),0.6,,0.0068,2200.0
RR Cae (AB) b,3.0,,5.2,,RR Cae (AB),0.622,,,
S1429 b,1.8,,0.384,683.0,S1429,1.26,2.13,4.3,6000.0
Sand 178 b,10.4,,,,Sand 178,,,,
SAX J1808.4-3658 b,52.35,1.26,0.00424,4300.0,SAX J1808.4-3658,1.4,,,
SCR J0959-3007 b,35.0,,,,SCR J0959-3007,,,,
SCR J1845-6357 b,45.0,0.7,4.5,950.0,SCR J1845-6357,0.09,,2.45,2650.0
SDSS 1021-03 b,23.0,1.02,,1023.0,SDSS 1021-03,,,,
SDSS 1604+1000 b,50.0,,0.004,,SDSS 1604+1000,0.3,0.35,,
SDSS J080531+481233 A,60.0,,,,,,,,
SDSS J080531+481233 B,66.28,,0.82,,,,,,
SDSS J0926+3624 b,35.0,0.47,,,SDSS J0926+3624,0.872,0.00924,,17000.0
SDSS J105213.51+442255.7 A,49.0,,,,,,,,
SDSS J105213.51+442255.7 B,39.0,,1.84,,,,,,
SDSS J105754 b,56.0,,0.003,2100.0,SDSS J105754,0.83,,,11500.0
SDSS J1110+0116,11.0,1.18,,,SDSS J1110+0116,,,0.12,940.0
SDSS J1205-0242 b,49.0,0.749,0.002,,SDSS J1205-0242,0.39,0.022,,23680.0
SDSS J1228+1040 b,,0.0009,0.0034,1800.0,SDSS J1228+1040,0.705,,,
SDSS J1240-0159 b,15.0,,0.001176,,SDSS J1240-0159,0.31,0.01,,17000.0
SDSS J1411+2009 b,50.0,,,1300.0,SDSS J1411+2009,0.53,,,13000.0
SDSS J1433+1011 b,57.1,,,2370.0,SDSS J1433+1011,0.8,,,13200.0
SDSS J1435+3733 (AB)b,16.7,,3.42,,SDSS J1435+3733 (AB),0.5,0.0145,,
SDSS J22255+0061A b,39.0,,207.0,,SDSS J22255 + 0016A,0.66,,1.4,10926.0
sig Per b,6.5,,1.8,,sig Per,2.25,28.0,,4367.0
SIMP J0136+09,17.8,1.15,,1150.0,,,,,
SMSS J1606-1000 b,60.0,0.89,,,SMSS J1606-1000,0.72,,,
SN2003aw b,15.0,,0.001216,,SN2003aw,0.42,0.01,,11000.0
SOI-1 b,,1.5,0.014,,SOI-1,,0.4,,
SOI-2 b,,2.22,,,SOI-2,,0.55,,
SOI-3 b,,,,,SOI-3,,1.14,,
SOI-4 b,,,,,SOI-4,,0.57,,
SOI-5 b,,,,,SOI-5,,,,
SOI-6 b,,,,,SOI-6,,0.58,,
SOI-7 b,,1.96,,,SOI-7,,0.52,,
SOI-8 b,,,,,SOI-8,,0.57,,
S Ori 51,20.8,,,,,,,,
S Ori 68,5.0,,1700.0,,2MASS J05383888-0228016,,,,
S Ori 70,4.5,,,1050.0,,,,,
S Ori J05370549-0251290,8.6,1.28,,2300.0,,,,,
S Ori J05380006-0247066,8.1,1.62,,2000.0,,,,,
S Ori J05380323-0226568,8.2,,,,,,,,
S Ori J05382471-0300283,10.8,,,,,,,,
S Ori J05382650-0209257,12.9,1.82,,2350.0,,,,,
S Ori J05382951-0259591,12.2,1.86,,2250.0,,,,,
S Ori J05382952-0229370,10.2,1.83,,2100.0,,,,,
S Ori J05382962-0304382,12.4,1.83,,2300.0,,,,,
S Ori J05385751-0229055,9.5,,,,,,,,
S Ori J05400004-0240331,8.4,,,,,,,,
S Ori J05401734-0236226,6.7,1.68,,1800.0,,,,,
S Ori J05403782-0240011,7.4,1.85,,1800.0,,,,,
SPECULOOS-3 b,,0.08716,0.00733,553.0,SPECULOOS-3,0.1,0.123,6.6,2800.0
SR 12 (AB) c,13.0,,1083.0,,SR 12 (AB),,,0.001,
SRGeJ0411 b,40.0,1.1,,2200.0,SRGeJ0411,0.84,0.01,,13790.0
SRGeJ0453 b,44.0,0.78,,,SRGeJ0453,0.85,,,16570.0
SSSJ0522-3505 b,42.0,1.05,0.0028,,SSSJ0522-3505,0.76,0.0112,,
SWEEPS-04 b,3.8,0.81,0.055,,SWEEPS-04,1.24,1.18,,
SWEEPS-11 b,9.7,1.13,0.03,,SWEEPS-11,1.1,1.45,,
SW Sex b,14.0,,,,SW Sex,,,,
TAP 26 b,1.73,,0.0975,,TAP 26,1.04,1.36,0.017,
tau1 Gru b,1.26,,2.56,,tau1 Gru,1.3,2.0,5.27,5767.0
tau Boo A b,5.84,1.06,0.046,,tau Bo&ouml; A,1.3,1.331,2.52,6309.0
tau Cet e,0.0124,,0.538,,tau Cet,0.783,0.793,5.8,5344.0
tau Cet f,0.0124,,1.334,,tau Cet,0.783,0.793,5.8,5344.0
tau Cet g,0.00551,,0.133,,tau Cet,0.783,0.793,5.8,5344.0
tau Cet h,0.00576,,0.243,,tau Cet,0.783,0.793,5.8,5344.0
tau Gem b,20.6,,1.17,,tau Gem,2.3,26.8,1.22,4388.0
TCP J050742+244755 b,0.06,,0.775,,TCP J050742+244755,0.495,,,
Teegarden's b,0.00365,,0.0259,277.0,Teegarden's,0.089,0.107,8.0,
Teegarden's c,0.0033,,0.0455,277.0,Teegarden's,0.089,0.107,8.0,
Teegarden's d,0.00258,,0.0791,159.0,Teegarden's,0.089,0.107,8.0,
Teide 1,54.0,,,2584.0,,,,,
TIC 12999193 b,,0.8725,0.0154,,TIC 12999193,0.222,0.251,,3478.0
TIC 139270665 b,0.463,0.645,0.163,700.0,TIC 139270665,1.035,1.02,3.4,5844.0
TIC 139270665 c,4.89,,2.0,200.0,TIC 139270665,1.035,1.02,3.4,5844.0
TIC-165227846 b,,1.14,,,TIC-165227846,,,,
TIC 172900988 (AB) b,2.84,0.9876,0.867,,TIC 172900988 (AB),2.4398,,3.1,6030.0
TIC 231080232 b,,0.1989,0.086,,TIC 231080232,0.5439,0.5485,,3812.0
TIC 231949697 b,,0.1258,0.0145,,TIC 231949697,0.49,0.4925,,3701.0
TIC 251090642 b,,0.9296,0.116,,TIC 251090642,0.517,0.52,,3560.0
TIC 262605715 b,,0.6111,0.018,,TIC 262605715,0.5771,0.5867,,3618.0
TIC 268727719 b,,0.6486,0.012,,TIC 268727719,0.582,0.593,,3718.0
TIC 290048573 b,,0.2552,0.0174,,TIC 290048573,0.318,0.336,,3518.0
TIC 303682623 b,,0.8413,0.0125,,TIC 303682623,0.5583,0.5647,,3469.0
TIC 311276853 b,,0.4202,0.043,,TIC 311276853,0.396,0.4037,,3583.0
TIC 365102760 b,0.0604,0.554,0.0622,,TIC 365102760,1.21,3.23,7.2,4694.0
TIC 4672985,12.74,1.026,0.33,517.0,TIC 4672985,,,,
TOI-1052 b,0.0532,0.256,0.09103,1135.0,TOI-1052,1.204,1.264,2.3,6146.0
TOI-1052 c,34.3,,0.2263,719.0,TOI-1052,1.204,1.264,2.3,6146.0
TOI-1062 b,0.032,0.20198,0.052,1077.0,TOI-1062,0.94,0.84,2.5,5328.0
TOI-1062 c,9.35,,,859.0,TOI-1062,0.94,0.84,2.5,5328.0
TOI-1064 b,0.0425,0.2308,0.06152,784.0,TOI-1064,0.748,0.726,,4734.0
TOI-1064 c,0.0079,0.23651,0.09429,634.0,TOI-1064,0.748,0.726,,4734.0
TOI-1075 b,0.03131,0.15978,0.0118,1336.0,TOI-1075,0.6,0.58,,3921.0
TOI-1097 b,,0.25765,,,TOI-1097,1.08,1.0,0.027,5881.0
TOI-1097 c,,0.2311,,,TOI-1097,1.08,1.0,0.027,5881.0
TOI-1098 b,,0.285,0.113,,TOI-1098,1.21,1.19,0.25,6200.0
TOI-1107 b,3.35,1.3,0.0561,1728.0,TOI-1107,1.35,1.81,2.6,6311.0
TOI-1130 b,0.06066,0.3176,0.04457,632.0,TOI-1130,0.684,0.687,8.2,4250.0
TOI-1130 c,1.02474,1.1883,0.07191,498.0,TOI-1130,0.684,0.687,8.2,4250.0
TOI-1135 b,0.06428,0.8,0.082,1050.0,TOI-1135,1.125,1.16,,6122.0
TOI-1136 b,0.011,0.17,0.05106,1216.0,TOI-1136,1.022,0.968,0.7,5770.0
TOI-1136 c,0.01988,0.25685,0.0669,1062.0,TOI-1136,1.022,0.968,0.7,5770.0
TOI-1136 d,0.02627,0.4128,0.1062,843.0,TOI-1136,1.022,0.968,0.7,5770.0
TOI-1136 e,0.0191,0.23544,0.139,736.0,TOI-1136,1.022,0.968,0.7,5770.0
TOI-1136 f,0.02586,0.3462,0.174,658.0,TOI-1136,1.022,0.968,0.7,5770.0
TOI-1136 g,0.038,0.2257,0.229,574.0,TOI-1136,1.022,0.968,0.7,5770.0
TOI-1173 A b,0.0821,0.723,0.07,864.0,TOI-1173 A,0.91,0.93,8.7,5350.0
TOI-1174 b,0.101,0.2105,0.08,723.0,TOI-1174,0.85,0.76,,5077.0
TOI-1180 b,0.031,,0.082,,TOI-1180,0.75,0.727,,4700.0
TOI-1181 b,1.18,1.3,,,TOI-1181,1.38,1.9,2.59,6260.0
TOI-1184 b,0.0214,0.215,0.056,,TOI-1184,0.71,0.69,,4534.0
TOI-1194 b,0.456,0.767,0.0343,1391.0,TOI-1194,1.0,0.963,,5340.0
TOI-1199 b,0.239,0.938,0.04988,1486.0,TOI-1199,1.23,1.45,4.2,5710.0
TOI-1201 b,0.01976,0.21545,0.0287,703.0,TOI-1201,0.512,0.508,,3476.0
TOI-1221 b,3.5,0.2596,0.39,400.0,TOI-1221,1.03,0.993,,5700.0
TOI-1224 b,,0.187,0.0355,541.0,TOI-1224,0.4,0.404,0.21,3326.0
TOI-1224 c,,0.2569,,,TOI-1224,0.4,0.404,0.21,3326.0
TOI-1227 b,,0.854,0.0886,,TOI-1227,0.17,0.56,0.011,3072.0
TOI-122 b,0.0277,0.2427,0.0392,431.0,TOI-122,0.312,0.334,,3403.0
TOI-1231 b,0.0485,0.3256,0.1288,330.0,TOI-1231,0.485,0.476,,3562.0
TOI-1235 b,0.0186,0.15113,0.03826,775.0,TOI-1235,0.63,0.619,0.8,3997.0
TOI-1238 b,0.01183,0.1079,0.0139,1130.0,TOI-1238,0.59,0.58,0.8,4089.0
TOI-1238 c,0.02618,0.1882,0.037,700.0,TOI-1238,0.59,0.58,0.8,4089.0
TOI-1244 b,0.0208,0.2025,0.061,,TOI-1244,0.73,0.72,,4600.0
TOI-1246 b,0.0255,0.2685,0.049,,TOI-1246,0.87,0.86,,5141.0
TOI-1246 c,0.0277,0.2239,0.061,,TOI-1246,0.87,0.86,,5141.0
TOI-1246 d,0.0167,0.3131,0.131,,TOI-1246,0.87,0.86,,5141.0
TOI-1246 e,0.0466,0.3372,0.211,,TOI-1246,0.87,0.86,,5141.0
TOI-1247 b,0.0179,0.2239,,815.0,TOI-1247,1.02,1.076,,5712.0
TOI-1248 b,0.0862,0.607,0.051,,TOI-1248,0.89,0.87,,5227.0
TOI-1249 b,0.0374,0.2899,0.109,,TOI-1249,0.95,1.0,,5453.0
TOI-1259A b,0.441,1.022,0.0407,963.0,TOI-1259A,0.68,0.739,,4775.0
TOI-125 b,0.0299,0.2432,0.05186,1037.0,TOI-125,0.859,0.848,6.8,5320.0
TOI-125 c,0.02086,0.24614,0.0814,827.8,TOI-125,0.859,0.848,6.8,5320.0
TOI-125 d,0.0428,0.2614,0.137,638.1,TOI-125,0.859,0.848,6.8,5320.0
TOI-1260 b,0.02693,0.215,0.0367,871.0,TOI-1260,0.66,0.65,,4227.0
TOI-1260 c,0.0415,0.2462,0.0657,651.0,TOI-1260,0.66,0.65,,4227.0
TOI-1260 d,0.03725,0.2783,0.1116,499.0,TOI-1260,0.66,0.65,,4227.0
TOI-1266 b,0.01331,0.2337,0.0728,413.0,TOI-1266,0.45,0.42,7.9,3600.0
TOI-1266 c,0.00906,0.19,0.1047,344.0,TOI-1266,0.45,0.42,7.9,3600.0
TOI-1268 b,0.29,0.82,0.072,919.0,TOI-1268,0.96,0.92,0.29,5200.0
TOI-1269 b,0.0201,0.2025,0.05,,TOI-1269,,,,5517.0
TOI-1272 b,0.0774,0.3693,0.0412,961.0,TOI-1272,,,,
TOI-1272 c,0.084,,0.0783,697.0,TOI-1272,,,,
TOI-1273 b,0.222,0.99,0.0549,1211.0,TOI-1273,1.06,1.06,3.1,5690.0
TOI-1278 b,18.5,1.09,0.095,,TOI-1278,0.55,0.573,,3799.0
TOI-1279 b,0.0334,0.2373,0.0847,,TOI-1279,0.96,0.84,,5477.0
TOI-1288 b,42.0,0.4675,0.0429,1266.0,TOI-1288,0.89,1.01,,5225.0
TOI-1288 c,0.2665,,,,TOI-1288,0.89,1.01,,5225.0
TOI-128 b,,0.1981,0.054,1344.0,TOI-128,0.85,1.13,,6060.0
TOI-1296 b,0.298,1.231,0.0497,1562.0,TOI-1296,1.17,1.664,6.9,5603.0
TOI-1298 b,0.356,0.841,0.059,1388.0,TOI-1298,1.44,1.412,1.6,5889.0
TOI-132 b,0.07183,0.306,0.026,1384.0,TOI-132,0.97,0.9,6.34,5397.0
TOI-1333 b,2.37,1.396,0.0626,1679.0,TOI-1333,1.464,1.925,2.33,6274.0
TOI-1338 b,0.069,0.5986,0.4607,724.0,TOI-1338,,3.1,,5723.0
TOI-1338 c,0.2051,,0.794,,TOI-1338,,3.1,,5723.0
